City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Coihaique,CL,-45.5752,-72.0662,48.15,81,0,3.44,clear sky
341,Puerto Carreno,CO,6.189,-67.4859,77.31,70,99,6.38,overcast clouds
342,Kayerkan,RU,69.3497,87.7602,1.62,89,100,3.04,overcast clouds
343,Avera,US,33.194,-82.5271,58.51,50,54,10.51,broken clouds
344,Torbay,CA,47.6666,-52.7314,38.57,83,90,11.5,overcast clouds
345,Madimba,TZ,-10.4,40.3333,87.12,62,40,9.22,scattered clouds
346,College,US,64.8569,-147.8028,-8.01,74,20,0.0,few clouds
347,Baruun-Urt,MN,46.6806,113.2792,24.53,29,100,7.25,overcast clouds
348,Grindavik,IS,63.8424,-22.4338,39.67,87,40,12.66,scattered clouds
349,Sungaipenuh,ID,-2.0833,101.3833,76.87,58,100,5.46,overcast clouds
350,Salamiyah,SY,35.0113,37.0532,66.2,41,92,1.88,overcast clouds
351,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,79,0,4.47,clear sky
352,Talnakh,RU,69.4865,88.3972,0.79,87,100,2.3,overcast clouds
353,Tigil,RU,57.8,158.6667,8.01,95,100,1.39,overcast clouds
354,Bubaque,GW,11.2833,-15.8333,81.77,73,42,13.53,scattered clouds
355,Batticaloa,LK,7.7102,81.6924,83.1,72,31,6.53,scattered clouds
356,Waingapu,ID,-9.6567,120.2641,83.37,71,91,10.87,overcast clouds
357,Tezu,IN,27.9167,96.1667,80.33,32,0,2.68,clear sky
358,Mitu,CO,1.1983,-70.1733,74.35,90,100,0.98,overcast clouds
359,Itarema,BR,-2.9248,-39.9167,80.33,77,75,14.47,broken clouds
360,Northam,GB,51.0333,-4.2167,51.57,95,100,5.7,overcast clouds
361,Murgab,TM,37.4966,61.9714,44.47,65,0,9.22,clear sky
362,Baykit,RU,61.67,96.37,0.55,97,88,3.11,overcast clouds
363,Prainha,BR,-1.8,-53.48,76.89,77,100,1.9,overcast clouds
364,Port Macquarie,AU,-31.4333,152.9167,78.76,81,100,7.56,moderate rain
365,Oksfjord,NO,70.2396,22.3479,32.18,85,89,4.05,overcast clouds
366,Vurnary,RU,55.4904,46.9648,27.46,77,100,14.81,overcast clouds
367,Meulaboh,ID,4.1363,96.1285,81.14,80,87,8.59,overcast clouds
368,Saskylakh,RU,71.9167,114.0833,-29.4,99,18,5.1,few clouds
369,Nanning,CN,22.8167,108.3167,68.45,72,99,7.7,overcast clouds
370,Bethal,ZA,-26.4579,29.4655,63.57,66,100,6.89,overcast clouds
371,Azle,US,32.8951,-97.5459,46.13,41,1,1.01,clear sky
372,Puerto Escondido,MX,15.85,-97.0667,76.75,74,4,3.76,clear sky
373,Acapulco,MX,16.8634,-99.8901,75.43,85,21,4.56,few clouds
374,Xingyi,CN,24.1877,102.817,65.01,61,61,7.54,broken clouds
375,Teahupoo,PF,-17.8333,-149.2667,73.36,71,73,19.51,broken clouds
376,Zlitan,LY,32.4674,14.5687,69.69,61,80,9.01,broken clouds
377,Kpalime,TG,6.9,0.6333,80.08,77,9,1.97,clear sky
378,Kedrovyy,RU,56.1667,91.8167,9.01,82,100,4.27,overcast clouds
379,Barcelos,PT,41.5388,-8.6151,53.74,70,0,7.61,clear sky
380,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.23,88,100,3.53,overcast clouds
381,Lagos,NG,6.5833,3.75,79.12,78,58,2.06,light rain
382,Russell,US,32.3502,-85.1999,54.68,53,42,10.51,scattered clouds
383,George Town,MY,5.4112,100.3354,89.53,74,40,11.99,scattered clouds
384,Tecoanapa,MX,16.5167,-98.75,74.97,85,8,4.61,clear sky
385,Malazgirt,TR,39.1427,42.5401,47.75,29,98,1.88,overcast clouds
386,Kutum,SD,14.2,24.6667,76.73,21,0,12.48,clear sky
387,Terrace Bay,CA,48.7834,-87.1,26.22,76,10,13.09,clear sky
388,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,72,20,8.05,volcanic ash
389,Sillod,IN,20.3,75.65,85.6,47,50,10.51,scattered clouds
390,Kandi,BJ,11.1342,2.9386,83.84,21,87,4.38,overcast clouds
391,Wasilla,US,61.5814,-149.4394,2.75,80,1,0.0,light snow
392,Porto Belo,BR,-27.1578,-48.5531,70.16,88,100,7.4,overcast clouds
393,Padang,ID,-0.9492,100.3543,86.05,65,93,6.02,overcast clouds
394,Guerrero Negro,MX,27.9769,-114.0611,62.82,86,99,8.37,overcast clouds
395,Thinadhoo,MV,0.5333,72.9333,83.07,75,4,18.41,clear sky
396,Atikokan,CA,48.7555,-91.6216,16.14,98,97,3.0,overcast clouds
397,Charters Towers,AU,-20.1,146.2667,85.84,35,1,19.44,clear sky
398,Saldanha,ZA,-33.0117,17.9442,64.33,61,0,20.42,clear sky
399,Hay River,CA,60.8156,-115.7999,17.58,79,75,9.22,light snow
400,Qandala,SO,11.472,49.8728,81.63,48,74,7.87,broken clouds
401,Hwange,ZW,-18.3693,26.5019,93.2,26,81,5.08,broken clouds
402,Bitburg,DE,49.9667,6.5333,45.59,100,90,4.61,mist
403,Dormagen,DE,51.1,6.8333,51.67,92,100,7.49,overcast clouds
404,Rodez,FR,44.5,2.5833,37.71,93,0,4.61,clear sky
405,Owo,NG,7.1962,5.5868,79.5,78,59,3.47,broken clouds
406,Chernyshevsk,RU,52.5243,117.0174,13.62,88,100,1.23,overcast clouds
407,Hoa Binh,VN,20.8133,105.3383,73.29,74,98,4.41,overcast clouds
408,Vung Tau,VN,10.346,107.0843,82.02,76,79,9.8,broken clouds
409,Swellendam,ZA,-34.0226,20.4417,64.76,52,75,5.66,broken clouds
410,Vostok,RU,46.4856,135.8833,20.61,91,80,5.97,light snow
411,Chuguyevka,RU,44.1653,133.8633,27.01,79,80,9.62,snow
412,Gagra,GE,43.3283,40.2239,50.92,67,100,2.84,overcast clouds
413,Kaeo,NZ,-35.1,173.7833,60.33,81,100,2.8,overcast clouds
414,Broome,US,42.2506,-75.833,38.46,74,90,5.99,snow
415,Pauini,BR,-7.7136,-66.9764,71.74,99,100,1.83,overcast clouds
416,Kismayo,SO,-0.3582,42.5454,85.19,64,2,10.69,clear sky
417,Namibe,AO,-15.1961,12.1522,74.03,83,20,5.75,few clouds
418,Umm Lajj,SA,25.0213,37.2685,78.62,49,0,8.5,clear sky
419,Dawei,MM,14.0833,98.2,86.76,66,46,5.99,scattered clouds
420,Hami,CN,42.8,93.45,43.38,28,77,7.83,broken clouds
421,Male,MV,4.1748,73.5089,85.95,74,20,20.71,few clouds
422,Vryburg,ZA,-26.9566,24.7284,76.53,17,0,4.03,clear sky
423,Joshimath,IN,30.5667,79.5667,67.14,17,0,7.9,clear sky
424,Davila,PH,18.4726,120.5763,87.78,74,36,23.09,scattered clouds
425,Kyshtovka,RU,56.555,76.6271,6.17,90,87,11.23,overcast clouds
426,Ahuimanu,US,21.4447,-157.8378,78.51,79,40,0.0,scattered clouds
427,Xining,CN,36.6167,101.7667,40.8,29,83,5.12,broken clouds
428,Penzance,GB,50.1186,-5.5371,51.87,77,100,5.79,overcast clouds
429,Bavly,RU,54.393,53.2602,25.83,83,100,18.1,overcast clouds
430,Seydi,TM,39.4816,62.9137,46.22,20,0,12.95,clear sky
431,Hobyo,SO,5.3505,48.5268,83.75,54,23,13.65,few clouds
432,Kattivakkam,IN,13.2167,80.3167,80.69,92,99,15.12,overcast clouds
433,Dapaong,TG,10.8639,0.205,83.05,21,64,6.2,broken clouds
434,Haines Junction,CA,60.7522,-137.5108,-0.45,60,99,8.05,overcast clouds
435,Mae Sai,TH,20.4335,99.8762,87.44,51,48,2.66,scattered clouds
436,Kloulklubed,PW,7.0419,134.2556,84.7,71,100,7.83,overcast clouds
437,Manakara,MG,-22.1333,48.0167,85.5,49,57,13.89,broken clouds
438,Pindiga,NG,9.9833,10.9333,85.17,22,0,9.55,clear sky
439,Sicuani,PE,-14.2694,-71.2261,48.16,77,100,1.79,overcast clouds
440,San Andres,CO,12.5847,-81.7006,82.42,83,90,11.5,overcast clouds
441,Namatanai,PG,-3.6667,152.4333,80.31,79,74,3.6,broken clouds
442,Fuerte Olimpo,PY,-21.0415,-57.8738,65.8,93,87,4.88,overcast clouds
443,Vao,NC,-22.6667,167.4833,72.03,90,100,16.42,light rain
444,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.64,93,100,0.98,overcast clouds
445,Cabo San Lucas,MX,22.8909,-109.9124,66.61,53,1,8.39,clear sky
446,Svetlyy,RU,54.675,20.1347,50.05,89,100,16.87,overcast clouds
447,Alta Floresta,BR,-9.8756,-56.0861,69.64,99,100,1.34,overcast clouds
448,Uvat,RU,59.1433,68.8953,12.13,85,100,6.55,overcast clouds
449,Obo,CF,5.3998,26.4869,86.49,49,25,3.62,scattered clouds
450,Waipawa,NZ,-41.4122,175.5153,57.04,66,0,6.69,clear sky
451,Goderich,CA,43.7501,-81.7165,38.91,75,100,21.85,overcast clouds
452,Hammerfest,NO,70.6634,23.6821,31.73,100,90,4.61,fog
453,Maroantsetra,MG,-15.4333,49.7333,79.27,68,25,6.91,scattered clouds
454,Ostrovnoy,RU,68.0531,39.5131,30.54,97,100,7.65,light snow
455,Lewiston,US,44.1003,-70.2148,43.48,95,90,3.44,moderate rain
456,Santa Cruz Del Sur,CU,20.7147,-77.9956,72.66,89,16,7.94,light rain
457,Yarmouth,US,41.7057,-70.2286,55.0,80,100,24.0,overcast clouds
458,Sao Joao Dos Patos,BR,-6.495,-43.7022,72.45,89,100,0.45,overcast clouds
459,San Patricio,US,28.017,-97.5169,62.69,61,8,9.46,clear sky
460,Juneau,US,58.3019,-134.4197,33.22,94,75,0.0,light snow
461,Amargosa,BR,-13.0303,-39.6047,66.97,97,65,1.63,broken clouds
462,Nuevo Progreso,MX,23.1667,-97.95,65.59,68,91,17.38,overcast clouds
463,Pombas,CV,17.1503,-25.0201,73.18,83,71,9.24,broken clouds
464,Yantal,RU,56.8471,105.2542,16.05,85,100,5.46,overcast clouds
465,Bolgatanga,GH,10.7856,-0.8514,84.13,20,6,7.49,clear sky
466,Raduzhnyy,RU,62.0961,77.475,-3.23,96,100,9.01,overcast clouds
467,Carballo,ES,43.213,-8.691,47.62,68,0,4.23,clear sky
468,Jizan,SA,17.3333,42.6667,86.94,52,14,4.79,few clouds
469,Kindia,GN,10.0569,-12.8658,72.75,79,52,1.39,broken clouds
470,Burns Lake,CA,54.2331,-125.7533,15.22,100,97,3.02,overcast clouds
471,Aktau,KZ,43.65,51.2,39.78,43,92,23.29,overcast clouds
472,Ayagoz,KZ,47.9714,80.4392,16.3,87,81,9.17,broken clouds
473,Mbandaka,CD,0.0487,18.2603,79.56,69,80,3.24,broken clouds
474,Kushmurun,KZ,52.4503,64.6311,17.1,83,99,18.43,overcast clouds
475,Sibu,MY,2.3,111.8167,79.11,94,40,4.61,moderate rain
476,Old Saybrook,US,41.2918,-72.3762,46.6,75,75,1.99,moderate rain
477,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,66,97,6.26,overcast clouds
478,Alcaniz,ES,41.05,-0.1333,47.08,75,0,1.05,clear sky
479,Miandrivazo,MG,-19.5167,45.4667,94.5,36,10,4.32,clear sky
480,Port Hawkesbury,CA,45.6169,-61.3485,58.91,94,90,7.0,overcast clouds
481,Rocha,UY,-34.4833,-54.3333,47.66,87,0,5.79,clear sky
482,Ulaangom,MN,49.9811,92.0667,21.97,50,100,1.83,overcast clouds
483,Matamba,TZ,-8.9833,33.9667,78.42,29,12,6.04,few clouds
484,Chapais,CA,49.7834,-74.8492,28.18,91,99,11.12,light snow
485,Fairbanks,US,64.8378,-147.7164,-8.39,74,1,0.0,clear sky
486,Erdaojiang,CN,41.7764,126.0319,32.83,53,14,3.74,few clouds
487,Talaya,RU,61.3833,152.75,3.31,98,100,1.32,overcast clouds
488,Arroio Grande,BR,-32.2375,-53.0869,49.73,88,0,3.13,clear sky
489,Jibuti,DJ,11.5,42.5,80.02,34,2,15.68,clear sky
490,Faya,SA,18.3851,42.4509,68.52,51,1,7.78,clear sky
491,Acajutla,SV,13.5928,-89.8275,77.07,80,97,7.0,overcast clouds
492,Saint-Pierre,RE,-21.3393,55.4781,87.19,54,0,10.36,clear sky
493,Alizai,PK,33.5383,70.3462,68.47,17,0,2.59,clear sky
494,Austin,US,30.2672,-97.7431,52.14,46,1,10.0,clear sky
495,Hovd,MN,48.0056,91.6419,25.9,21,33,5.93,scattered clouds
496,Mao,ES,39.8885,4.2658,54.16,94,20,9.22,few clouds
497,Alexandria,EG,31.2156,29.9553,70.34,64,40,10.36,scattered clouds
498,Cesky Krumlov,CZ,48.8109,14.3152,45.0,83,100,5.59,overcast clouds
499,Chabahar,IR,25.2919,60.643,76.95,25,0,1.1,clear sky
500,Hun,LY,29.1268,15.9477,70.95,40,55,10.16,broken clouds
501,Adrar,MR,20.5022,-10.0711,67.96,59,100,14.29,overcast clouds
502,Moa,CU,20.6569,-74.9403,78.06,85,38,10.65,scattered clouds
503,Vysokogornyy,RU,50.1167,139.15,18.82,97,100,3.49,light snow
504,Laval,CA,45.57,-73.692,36.7,81,40,1.99,scattered clouds
505,Porto Torres,IT,40.835,8.3972,48.38,71,0,3.69,clear sky
506,Tiznit,MA,29.5833,-9.5,59.31,70,96,7.14,overcast clouds
507,Nouakchott,MR,18.0858,-15.9785,69.73,63,48,10.31,scattered clouds
508,Tabuk,PH,17.4189,121.4443,82.09,76,59,8.08,broken clouds
509,Bamut,RU,43.1599,45.1973,40.95,64,83,2.8,broken clouds
510,Nelson Bay,AU,-32.7167,152.15,74.75,77,100,12.46,light rain
511,Ondangwa,NA,-17.9167,15.95,81.84,17,92,7.38,overcast clouds
512,Hambantota,LK,6.1241,81.1185,86.34,74,40,14.97,scattered clouds
513,Arenapolis,BR,-14.4503,-56.8461,72.28,99,100,0.4,light rain
514,Shingu,JP,33.7333,135.9833,65.39,80,100,1.32,overcast clouds
515,Mahibadhoo,MV,3.7833,72.9667,82.27,77,32,18.77,scattered clouds
516,Aksu,CN,41.1231,80.2644,41.95,27,1,3.4,clear sky
517,Aquiraz,BR,-3.9014,-38.3911,84.22,69,95,13.06,overcast clouds
518,Jaypur,IN,18.85,82.5833,79.11,70,98,9.51,overcast clouds
519,Peleduy,RU,59.6289,112.7406,1.18,98,96,1.5,overcast clouds
520,Kathor,IN,21.3,72.9333,93.0,52,51,3.44,broken clouds
521,Cockburn Town,TC,21.4612,-71.1419,80.92,76,8,19.53,clear sky
522,Witu,KE,-2.3889,40.4382,86.16,61,76,8.63,light rain
523,Paso De Carrasco,UY,-34.8603,-56.0522,54.25,58,0,6.91,clear sky
524,Tucuman,AR,-26.8241,-65.2226,66.2,82,75,6.91,broken clouds
525,Kingston,JM,17.997,-76.7936,79.75,83,20,9.22,few clouds
526,Epe,NG,6.5841,3.9834,82.67,80,66,2.62,light rain
527,Balgazyn,RU,51.0,95.2,18.81,83,100,3.53,overcast clouds
528,Pathein,MM,16.7833,94.7333,89.02,58,49,4.85,scattered clouds
529,Biak,ID,-0.9131,122.8766,82.08,74,97,1.34,moderate rain
530,Flin Flon,CA,54.7682,-101.865,18.07,92,100,5.86,overcast clouds
531,Lata,PT,40.1629,-8.3327,54.01,65,0,7.96,clear sky
532,Bambanglipuro,ID,-7.95,110.2833,82.22,77,99,6.49,light rain
533,San Cristobal,VE,7.7669,-72.225,64.67,96,100,2.84,overcast clouds
534,Bilibino,RU,68.0546,166.4372,-15.5,99,8,4.14,clear sky
535,Chino Valley,US,34.7575,-112.4538,50.31,29,90,2.57,overcast clouds
536,Totma,RU,59.9747,42.7642,33.31,95,100,13.76,light snow
537,Boddam,GB,57.4667,-1.7833,59.38,76,100,14.83,overcast clouds
538,Cooma,AU,-36.2333,149.1333,60.57,58,40,11.5,light rain
539,Batagay-Alyta,RU,67.8006,130.4114,-5.75,100,100,0.76,overcast clouds
540,Tessalit,ML,20.1986,1.0114,73.74,18,95,15.08,overcast clouds
541,Mokolo,CM,10.7398,13.8019,84.13,17,2,10.27,clear sky
542,Maragogi,BR,-9.0122,-35.2225,76.69,79,31,9.64,scattered clouds
543,Taoudenni,ML,22.6783,-3.9836,76.08,48,100,10.63,overcast clouds
544,Akureyri,IS,65.6835,-18.0878,28.33,100,90,0.0,snow
545,Toamasina,MG,-18.1667,49.3833,84.2,61,40,5.75,scattered clouds
546,Itacare,BR,-14.2775,-38.9967,72.61,89,100,2.44,overcast clouds
547,Wad Madani,SD,14.4012,33.5199,92.84,27,14,12.62,few clouds
548,Suraabad,AZ,40.8192,49.4687,55.58,68,23,23.24,few clouds
549,Dakar,SN,14.6937,-17.4441,74.28,75,100,15.57,overcast clouds
550,Inta,RU,66.0317,60.1659,13.08,84,100,13.29,overcast clouds
551,High Rock,BS,26.6208,-78.2833,71.62,86,95,13.09,overcast clouds
552,Khabary,RU,53.6259,79.5345,5.68,91,78,13.85,broken clouds
553,Vila,PT,42.0304,-8.1588,38.28,85,0,5.66,clear sky
554,Shakhovskaya,RU,56.0283,35.5097,33.76,90,98,10.92,overcast clouds
555,Carmen,MX,18.6333,-91.8333,76.82,83,80,8.63,broken clouds
556,Port-Gentil,GA,-0.7193,8.7815,82.36,83,75,9.22,broken clouds
557,Jhusi,IN,25.4333,81.9333,83.32,21,66,3.11,broken clouds
558,Luzhou,CN,28.8724,105.4405,61.93,63,84,5.37,broken clouds
559,Pisco,PE,-13.7,-76.2167,59.05,88,86,0.0,mist
560,Lauingen,DE,48.5677,10.4271,40.17,81,87,4.0,overcast clouds
561,Poum,NC,-20.2333,164.0167,78.37,78,99,11.92,overcast clouds
562,Ladario,BR,-19.0047,-57.6017,66.09,97,100,2.77,overcast clouds
563,Zeya,RU,53.75,127.2667,14.99,57,48,4.09,scattered clouds
564,Kuytun,RU,54.3419,101.5036,17.53,87,100,3.11,overcast clouds
565,Honolulu,US,21.3069,-157.8583,78.62,75,1,6.91,clear sky
566,Bang Saphan,TH,11.2126,99.5117,85.95,75,98,8.05,light rain
567,Mormugao,IN,15.4,73.8,81.66,83,75,3.44,broken clouds
568,Kemijarvi,FI,66.7131,27.4306,22.59,95,19,5.53,few clouds
569,Sorland,NO,67.667,12.6934,41.07,75,90,14.97,overcast clouds
570,Peterhead,GB,57.5058,-1.7981,58.44,75,100,15.14,overcast clouds
571,Shimoda,JP,34.6667,138.95,59.36,64,100,6.76,overcast clouds
572,Vanavara,RU,60.34,102.2797,11.1,92,100,7.78,overcast clouds
573,Muros,ES,42.7762,-9.0603,48.7,59,0,7.38,clear sky
574,Nantucket,US,41.2835,-70.0995,55.51,88,100,21.61,overcast clouds
575,Ust-Maya,RU,60.4167,134.5333,-19.44,100,95,1.66,overcast clouds
576,Plettenberg Bay,ZA,-34.0527,23.3716,65.41,54,77,10.51,broken clouds
577,Brae,GB,60.3964,-1.353,51.71,75,100,34.16,overcast clouds
578,Trairi,BR,-3.2778,-39.2689,79.88,78,99,12.44,overcast clouds
579,Alyangula,AU,-13.8483,136.4192,87.67,66,75,13.8,broken clouds
580,Kupino,RU,54.3663,77.2981,6.69,88,22,13.69,few clouds
581,Black River,JM,18.0264,-77.8487,75.2,79,15,4.88,few clouds
582,Normandin,CA,48.8333,-72.5321,35.22,93,10,2.3,clear sky
583,Alugan,PH,12.2188,125.4808,82.0,73,100,4.79,overcast clouds
584,Anchorage,US,61.2181,-149.9003,3.65,78,1,3.44,clear sky
585,Iralaya,HN,15.0,-83.2333,77.86,87,100,12.1,overcast clouds
586,Blagoyevo,RU,63.3667,47.9167,25.74,92,100,10.42,overcast clouds
587,Fruitvale,US,39.0817,-108.4968,51.03,41,40,0.0,scattered clouds
588,Chicama,PE,-7.8447,-79.1469,62.87,91,100,3.74,overcast clouds
589,Parrita,CR,9.5201,-84.3225,78.57,84,78,4.74,broken clouds
590,Omsukchan,RU,62.5333,155.8,8.85,96,100,1.32,overcast clouds
591,Arona,ES,28.0996,-16.681,57.72,71,40,3.44,scattered clouds
592,Gagnoa,CI,6.1293,-5.9437,76.23,90,87,2.42,overcast clouds
593,Altamont,US,42.2068,-121.7372,44.4,81,100,1.99,overcast clouds
594,Kudahuvadhoo,MV,2.6708,72.8944,82.69,77,12,19.62,few clouds
595,Orotukan,RU,62.2667,151.7,-4.99,99,100,2.73,overcast clouds
596,Rafai,CF,4.95,23.9167,79.16,71,81,2.53,broken clouds
597,Denpasar,ID,-8.65,115.2167,87.46,74,40,16.11,scattered clouds
598,Nuuk,GL,64.1835,-51.7216,5.85,73,73,8.81,broken clouds
599,Gornyatskiy,RU,48.2915,40.9575,36.82,76,100,7.9,overcast clouds
600,Mattru,SL,7.6244,-11.8332,77.32,91,22,0.76,few clouds
601,Jabinyanah,TN,35.035,10.9081,57.0,78,58,11.88,broken clouds
602,Helong,CN,42.5397,128.9972,28.69,60,43,4.18,scattered clouds
603,Salinopolis,BR,-0.6136,-47.3561,78.8,86,73,8.61,broken clouds
604,Qobustan,AZ,40.0824,49.412,55.51,78,100,8.43,overcast clouds
605,Ishigaki,JP,24.3448,124.1572,77.13,88,40,20.71,scattered clouds
606,Kenai,US,60.5544,-151.2583,-7.51,84,1,3.44,clear sky
607,Lagunillas,VE,10.1301,-71.2595,76.1,81,67,5.93,broken clouds
608,Nalut,LY,30.3333,10.85,64.36,66,19,17.2,few clouds
609,Nata,PA,8.3333,-80.5167,77.47,91,100,3.22,overcast clouds
610,Montpelier,US,44.2601,-72.5754,39.29,44,75,0.0,broken clouds
611,Kropotkin,RU,45.4375,40.5756,43.41,81,100,5.01,overcast clouds
612,Christchurch,NZ,-43.5333,172.6333,61.0,72,0,3.44,clear sky
613,Tanout,NE,14.9709,8.8879,80.24,15,4,14.12,clear sky
614,Merauke,ID,-8.4667,140.3333,81.73,82,100,12.33,overcast clouds
615,Naze,JP,28.3667,129.4833,70.72,77,100,16.13,overcast clouds
616,Venado Tuerto,AR,-33.7456,-61.9688,58.78,59,0,4.0,clear sky
617,Dawlatabad,AF,36.4141,64.9053,46.11,55,6,10.0,clear sky
618,Novyy Urengoy,RU,66.0833,76.6333,-9.62,100,88,6.87,overcast clouds
619,Huarmey,PE,-10.0681,-78.1522,63.09,92,99,5.53,overcast clouds
620,Portel,BR,-1.9356,-50.8211,73.27,95,8,3.06,clear sky
621,Houma,US,29.5958,-90.7195,54.0,76,11,8.99,few clouds
622,Mahajanga,MG,-15.7167,46.3167,91.42,33,20,5.75,few clouds
623,Husavik,IS,66.0449,-17.3389,28.31,95,100,4.09,light snow
624,Berezovyy,RU,51.6667,135.7,12.38,97,83,1.95,broken clouds
625,Bahia Blanca,AR,-38.7196,-62.2724,50.09,86,0,5.7,clear sky
626,Sur,OM,22.5667,59.5289,80.4,43,0,8.77,clear sky
627,Nhamunda,BR,-2.1861,-56.7131,74.08,96,100,1.99,overcast clouds
628,Kuala Perlis,MY,6.4,100.1333,89.89,73,34,6.85,scattered clouds
629,Abu Samrah,SY,35.3029,37.1841,65.52,43,86,1.07,overcast clouds
630,Newton,US,42.337,-71.2092,48.04,89,90,1.01,moderate rain
631,Kamenka,RU,51.3223,42.7678,29.75,89,100,9.19,overcast clouds
632,Semnan,IR,35.5729,53.3971,45.57,50,13,3.27,few clouds
633,Kawalu,ID,-7.3817,108.2082,75.76,93,100,1.86,light rain
634,Kushima,JP,31.4583,131.2333,69.31,65,19,7.96,few clouds
635,Bimbo,CF,4.2567,18.4158,83.08,63,93,3.65,overcast clouds
636,Marzuq,YE,14.4,46.4667,77.85,21,1,4.72,clear sky
637,Shahr-E Babak,IR,30.1165,55.1186,52.63,44,13,3.94,few clouds
638,Peniche,PT,39.3558,-9.3811,56.93,70,2,18.97,clear sky
639,Tubmanburg,LR,6.8708,-10.8172,77.79,87,32,3.11,light rain
640,Honningsvag,NO,70.9821,25.9704,38.53,84,100,15.39,overcast clouds
641,Ereymentau,KZ,51.6199,73.1033,6.82,87,20,14.41,few clouds
642,Harper,LR,4.375,-7.7169,80.76,83,81,6.98,broken clouds
643,Shenjiamen,CN,29.9576,122.298,63.9,71,0,10.45,clear sky
644,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,33.94,82,100,9.04,overcast clouds
645,Jiaojiang,CN,28.6803,121.4428,68.0,80,78,7.58,broken clouds
646,Lavrentiya,RU,65.5833,-171.0,5.25,92,9,7.52,clear sky
647,Tombouctou,ML,20.0,-3.0,76.37,21,100,13.8,overcast clouds
648,Pandan,PH,14.0453,124.1694,81.68,85,93,4.41,overcast clouds
649,Koshurnikovo,RU,54.1667,93.3,17.2,82,100,1.07,overcast clouds
650,Michigan City,US,41.7075,-86.895,36.0,63,90,9.22,overcast clouds
651,Ust-Nera,RU,64.5667,143.2,-11.07,99,81,4.63,broken clouds
652,Jiaonan,CN,35.8786,119.9753,60.82,67,9,8.32,clear sky
653,Bercel,HU,47.8706,19.4072,45.75,77,99,14.0,overcast clouds
654,Anadyr,RU,64.75,177.4833,1.9,78,40,6.71,scattered clouds
655,Lindeberg,NO,60.0383,11.1248,47.17,96,0,1.01,clear sky
656,Petaluma,US,38.2324,-122.6367,56.16,95,75,0.0,mist
657,Gornozavodsk,RU,58.3758,58.3211,25.92,91,100,11.81,overcast clouds
658,Gorele,TR,41.0308,39.0031,58.44,68,100,3.85,overcast clouds
659,Windsor,CA,42.3001,-83.0165,34.29,85,90,1.01,overcast clouds
660,Trinidad,BO,-14.8333,-64.9,67.55,85,100,3.38,overcast clouds
661,Cetate,RO,44.1,23.05,46.58,63,100,15.05,overcast clouds
662,Hualmay,PE,-11.0964,-77.6139,62.49,90,99,6.15,overcast clouds
663,Westport,US,41.1415,-73.3579,46.98,89,90,1.01,overcast clouds
664,Amga,RU,60.8953,131.9608,-8.23,100,99,0.67,overcast clouds
665,Great Bend,US,38.3645,-98.7648,38.03,42,1,5.01,clear sky
666,Stornoway,GB,58.2093,-6.3865,51.76,87,75,9.22,broken clouds
667,Nizwa,OM,22.9333,57.5333,81.0,29,0,7.05,clear sky
668,Villaviciosa,ES,43.4813,-5.4357,47.16,74,0,4.23,clear sky
669,Bagotville,AU,-28.9833,153.4167,84.22,78,74,10.09,broken clouds
670,Kalispell,US,48.1958,-114.3129,33.03,90,90,3.44,light snow
671,Hit,IQ,33.6416,42.8251,71.49,28,58,2.53,broken clouds
672,Namie,JP,37.4833,141.0,59.99,54,72,6.8,broken clouds
673,Shelburne,CA,44.0787,-80.2041,31.91,95,65,16.28,broken clouds
674,Portachuelo,BO,-17.35,-63.4,68.9,83,95,3.02,overcast clouds
675,Carupano,VE,10.6678,-63.2585,75.04,89,100,4.9,overcast clouds
676,Copiapo,CL,-27.3667,-70.3333,53.29,76,0,2.71,clear sky
677,Creel,MX,27.75,-107.6333,36.88,67,0,5.53,clear sky
678,Timmins,CA,48.4669,-81.3331,26.42,93,90,11.5,light snow
679,Savino,RU,56.5929,41.2181,33.21,89,99,10.96,overcast clouds
680,Ocampo,MX,21.65,-101.5,48.22,84,56,17.47,broken clouds
681,Corn Island,NI,12.1694,-83.0418,80.8,81,100,11.74,overcast clouds
682,Itoman,JP,26.1247,127.6694,77.02,75,75,13.8,broken clouds
683,Johnstown,US,40.3267,-78.922,36.7,73,90,18.41,light snow
